CALL_ID,DATE_TIME,TOPICID,SIG_GRADE,CNV_GRADE,APIN,ASX.DL,APHNUM,APHSET,APHTYP,BPIN,BSX.DL,BPHNUM,BPHSET,BPHTYP
00830,20030205_20:50:14,ENG09,4,3,6258,m.a,215662nre,,3,8582,m.a,310659tmg,,3
00831,20030205_21:08:51,ENG09,4,4,2475,f.a,214793qcv,,1,4120,f.o,512495hjg,,2
00832,20030205_21:12:40,ENG09,4,3.5,1800,f.o,402597kfj,,2,6358,f.a,651490jbp,,3
00833,20030205_22:12:58,ENG09,4,3.5,9935,f.a,912884rfb,,2,8724,f.a,610690qkl,,3
00834,20030205_22:14:50,ENG09,4,2.5,6571,f.a,765453erc,,3,9733,f.a,215417hqt,,3
00835,20030205_22:15:58,ENG09,4,3,6878,f.o,610580urs,,1,1289,m.a,801371yjj,,3
00836,20030205_22:43:30,ENG09,4,3.5,4474,f.a,801372yis,,1,5915,m.o,617452wix,,2
00837,20030205_22:50:29,ENG09,4,4,4789,f.a,313832knd,,2,4398,m.o,215417nik,,2
00838,20030205_23:18:14,ENG09,4,1,8715,f.a,801818cey,,2,3148,f.a,401921ibo,,2
00839,20030206_18:33:43,ENG10,4,4,5076,f.a,612339hkd,,3,5771,m.a,717684qrq,,2
00840,20030206_18:35:37,ENG10,4,4,2556,f.a,773871wqk,,2,5648,m.a,512989rqi,,3
00841,20030206_18:58:29,ENG10,4,3.5,3813,f.a,717684qcf,,2,9354,f.a,212662jnr,,3
00842,20030206_19:56:39,ENG10,2.5,3.5,8674,f.a,978466slg,,3,9638,m.a,215567jbc,,3
00843,20030206_20:11:59,ENG10,4,2,8375,f.a,979244qgm,,2,4872,f.a,814237frs,,3
00844,20030206_20:15:57,ENG10,4,3,5712,m.a,603295lbn,,2,1541,f.a,573222why,,3
00845,20030206_20:50:25,ENG10,4,2,6558,f.a,918671ukl,,1,9567,m.a,610589eeh,,2
00846,20030206_20:59:47,ENG10,4,4,4208,f.a,423339cbd,,3,3538,f.a,517676moy,,2
00847,20030206_22:20:48,ENG10,4,3.5,4649,m.a,815625lej,,3,7305,f.a,414764vnu,,2
00848,20030206_22:46:10,ENG10,4,3.5,3264,m.a,610690qhe,,3,8236,m.a,801373jcb,,3
00849,20030207_14:10:40,ENG11,4,4,8581,f.a,614291wjp,,2,6036,f.a,813932gck,,3
00850,20030207_14:13:12,ENG11,4,4,4215,f.a,603256ggx,,2,2155,m.a,413896jcg,,1
00851,20030207_14:15:31,ENG11,4,3.5,5270,m.a,215796vfw,,1,5062,m.a,302631eem,,2
00852,20030207_14:46:49,ENG11,4,4,5283,m.a,517402lhe,,1,2567,f.a,313294frn,,3
00853,20030207_15:13:49,ENG11,4,4,7015,f.a,918744fms,,3,2932,f.a,469323ulp,,1
00854,20030207_15:16:07,ENG11,4,4,2980,f.a,610690fkl,,3,4868,f.a,815476efv,,1
00855,20030207_15:44:28,ENG11,4,4,9759,f.a,914633wiw,,2,3328,f.a,405372hhr,,3
00856,20030207_16:07:10,ENG11,4,4,6702,f.a,703292unx,,3,3360,m.a,260497brk,,3
00857,20030207_16:44:37,ENG11,4,3.5,8255,m.a,215698xfr,,3,5785,m.a,801422jes,,
00858,20030207_17:11:29,ENG11,4,4,3863,m.a,937898cfw,,3,8839,f.a,606377nfg,,3
00859,20030207_17:11:54,ENG11,4,4,5202,f.a,812654pgu,,2,5309,m.a,408720tje,,3
00860,20030207_17:13:14,ENG11,4,4,5237,f.a,570488vlf,,2,8439,f.a,510533iff,,3
00861,20030207_17:16:36,ENG11,4,4,1036,f.a,724654ohj,,2,6251,f.a,254501hgt,,2
00862,20030207_19:20:54,ENG11,4,4,3950,f.a,215888bkg,,1,9425,f.a,936687xke,,2
00863,20030207_19:56:20,ENG11,4,4,4765,m.a,816737lqw,,2,3557,m.a,251580lct,,3
00864,20030207_20:09:10,ENG11,4,4,5241,f.a,301982dsf,,3,5925,f.a,614571yje,,1
00865,20030207_20:12:54,ENG11,4,4,4525,f.a,858232elt,,1,8640,m.a,610690dkh,,3
00866,20030207_20:45:27,ENG11,4,4,3818,f.a,304457gju,,2,4214,f.a,828885nng,,3
00867,20030207_21:26:46,ENG11,4,3.5,1561,f.a,626622ckn,,1,4494,f.a,615650fhm,,3
00868,20030207_21:50:30,ENG11,4,3.5,5827,f.a,731239fgm,,3,7272,f.a,503259ibu,,2
00869,20030207_22:14:01,ENG11,4,4,4616,m.a,614501het,,2,6686,f.a,801372trd,,1
00870,20030208_00:49:50,ENG11,4,4,9315,m.a,801789egl,,2,1230,m.a,928853vjg,,1
00871,20030208_14:19:14,ENG12,4,4,6003,f.a,614538oqy,,3,3449,f.a,585750wgi,,1
00872,20030208_17:13:17,ENG12,4,3.5,9417,f.a,706216tmw,,3,7490,f.o,801422vfu,,3
00873,20030208_18:13:11,ENG12,4,4,1055,f.a,718343tdp,,3,3734,m.a,713995sid,,2
00874,20030208_20:46:02,ENG12,4,4,3808,f.a,206227mnr,,1,2712,m.a,425861npr,,2
00875,20030208_22:01:48,ENG12,4,4,8127,f.a,215387rei,,3,8833,m.a,773282riq,,3
00876,20030209_16:25:10,ENG13,4,4,8191,f.a,614348efu,,1,1520,f.a,319551vgi,,1
00877,20030209_17:30:59,ENG13,4,4,7493,f.a,717352lof,,3,1607,f.a,931507nqd,,2
00878,20030209_18:25:47,ENG13,4,4,3273,f.a,216321hjd,,2,2665,m.a,919571hhs,,3
00879,20030209_19:13:05,ENG13,4,4,4232,f.o,814861lgr,,2,7060,m.a,720938hlf,,1
00880,20030209_22:16:28,ENG13,4,3.5,6230,f.a,801473whi,,1,9337,m.a,516487nfq,,3
00881,20030209_22:45:19,ENG13,4,3.5,4507,f.a,603295wkx,,3,7516,m.a,215820qrv,,1
00882,20030209_23:23:43,ENG13,4,4,9441,f.a,781373xch,,2,8531,f.a,309698jhw,,2
00883,20030305_14:13:42,ENG37,4,3,2565,f.a,610917bsg,,2,3032,f.a,310965bcf,,2
00884,20030305_14:15:49,ENG37,4,4,9241,f.a,732269glc,,2,6503,f.a,502507vpf,,1
00885,20030305_14:21:22,ENG37,4,3,8816,f.a,407855hme,,2,6270,f.a,412492xrt,,3
00886,20030305_14:46:37,ENG37,4,3.5,4231,f.a,937890omk,,3,4434,f.a,330665fss,,3
00887,20030305_15:23:26,ENG37,4,4,1303,f.a,901358kks,,2,7286,m.a,985727fsb,,2
00888,20030305_15:23:29,ENG37,4,4,7172,f.a,270453cji,,2,4897,f.a,512328jrn,,2
00889,20030305_15:26:36,ENG37,4,3.5,9240,m.a,561417gik,,3,4076,f.a,850410hpr,,3
00890,20030305_15:58:07,ENG37,4,4,2455,f.a,985727fsb,,2,8156,f.a,203720gfe,,3
00891,20030305_17:14:24,ENG37,4,4,5295,f.a,916316bhp,,1,2336,f.a,253831xci,,1
00892,20030305_17:14:46,ENG37,4,4,8163,f.a,408265csi,,2,4468,f.a,661251tpb,,2
00893,20030305_17:15:48,ENG37,3.5,3.5,1280,f.a,614370gfp,,1,9238,m.a,404202ppc,,2
00894,20030305_17:18:07,ENG37,4,3.5,7728,f.a,610443nbc,,2,1632,f.a,925240qme,,2
00895,20030305_17:19:42,ENG37,4,3.5,7481,f.a,954295tnu,,1,9580,f.a,520417dgq,,2
00896,20030305_17:28:31,ENG37,4,4,6782,f.a,215417wpd,,2,2544,f.a,702642kpk,,2
00897,20030305_17:44:03,ENG37,4,4,1122,f.a,503768dpl,,2,6097,f.a,765449cih,,2
00898,20030305_17:46:33,ENG37,4,4,1276,f.a,803475dkw,,3,6099,f.a,901685xcq,,2
00899,20030305_18:03:55,ENG37,4,4,6829,m.a,609395qop,,3,7006,m.a,510704bsl,,3
00900,20030305_18:19:17,ENG37,4,3.5,5671,f.a,269694jmv,,2,2434,f.a,978562jrn,,3
00901,20030305_18:38:06,ENG37,4,4,4008,m.a,765743rkh,,3,3522,f.a,304754drp,,3
00902,20030305_18:45:34,ENG37,4,4,3669,f.a,414282bru,,3,5188,m.a,512554ueq,,1
00903,20030305_18:50:35,ENG37,4,4,3609,f.a,417862mgk,,2,9303,f.a,859273tif,,3
00904,20030305_19:03:04,ENG37,4,4,8943,f.a,480963cks,,3,5494,m.a,801347hrx,,1
00905,20030305_19:16:44,ENG37,4,4,9035,f.a,817485hoy,,2,2290,f.a,732492fiq,,1
00906,20030305_20:15:19,ENG37,4,4,6994,m.a,803796pbh,,2,6809,f.a,570743fbu,,2
00907,20030305_20:15:33,ENG37,3.5,4,7715,m.a,305931pkn,,3,9262,f.a,516594ick,,3
00908,20030305_20:18:17,ENG37,4,4,7340,f.a,610385xct,,2,2950,f.a,304892djb,,3
00909,20030305_20:27:53,ENG37,4,3,9888,f.a,334298qdb,,2,4167,f.a,270354krn,,2
00910,20030305_20:37:25,ENG37,4,4,3723,m.a,586412der,,3,9589,f.a,678714edr,,3
00911,20030305_21:13:10,ENG37,4,4,8623,m.a,913351ogr,,2,4908,f.a,765552vjq,,2
00912,20030305_21:14:41,ENG37,4,4,1420,m.a,910452okb,,2,8577,f.a,405224ohf,,2
00913,20030305_21:15:32,ENG37,4,4,5799,f.a,586727nos,,2,9666,f.a,706857dfx,,2
00914,20030305_21:57:18,ENG37,4,0,5605,m.a,617325tgd,,2,7536,m.a,407234hce,,1
00915,20030305_22:13:01,ENG37,4,4,3401,f.a,405203qmw,,1,5905,f.a,831502riy,,2
00916,20030305_22:13:19,ENG37,4,4,2605,f.a,814932ujg,,1,1480,f.a,717477hnd,,3
00917,20030305_22:14:16,ENG37,4,4,6750,f.a,740452xqf,,2,8944,f.a,718829nmr,,3
00918,20030306_00:13:14,ENG37,4,4,6637,f.o,801763dog,,3,1214,f.a,303459sqp,,3
00919,20030306_01:13:07,ENG37,4,3,9290,f.a,562498sck,,3,5349,f.a,541301vln,,1
00920,20030306_14:14:13,ENG38,4,3.5,5900,f.o,585345xcy,,3,4452,f.a,770908bdw,,2
00921,20030306_14:55:46,ENG38,4,4,8729,f.a,513227vil,,1,4056,m.a,978425uiy,,3
00922,20030306_16:19:14,ENG38,4,3.5,3621,f.a,318445bdd,,2,2610,f.a,901353esr,,3
00923,20030306_17:14:06,ENG38,4,4,9187,f.a,508839qmx,,3,5658,f.a,770473plq,,3
00924,20030306_17:15:00,ENG38,4,4,8166,f.a,540477mge,,2,6249,m.a,770908fdu,,2
00925,20030306_17:47:19,ENG38,4,4,3357,f.a,918585hhg,,3,2527,f.a,215382dmp,,2
00926,20030306_18:14:09,ENG38,4,3,3534,f.a,205349deu,,2,8594,f.a,540740bib,,2
00927,20030306_18:50:57,ENG38,4,4,1031,m.a,858546scp,,3,7944,f.a,770948tor,,3
00928,20030306_20:13:47,ENG38,4,4,2775,f.a,239369bfl,,3,2315,f.a,203937lex,,3
00929,20030306_20:16:53,ENG38,4,3.5,5497,f.a,215482uch,,3,6827,f.a,386447oki,,3
00930,20030306_20:46:03,ENG38,4,4,1548,f.a,765529vph,,2,2374,f.a,207778lkm,,3
00931,20030306_20:47:40,ENG38,4,3.5,4019,f.a,336221ldp,,2,5046,f.a,717475jcg,,1
00932,20030306_21:17:15,ENG38,4,4,5043,f.a,763535mhu,,3,7587,f.a,386574bqc,,2
00933,20030306_21:20:54,ENG38,4,4,4619,f.a,970214uou,,1,5429,m.a,770985hcj,,2
00934,20030306_22:13:32,ENG38,4,4,9472,m.a,801377jsp,,2,8814,f.a,705884ifq,,2
00935,20030307_02:20:12,ENG38,4,4,8401,f.a,707799onm,,1,6674,f.a,510324bdy,,2
00936,20030307_14:15:21,ENG39,4,4,8294,f.a,734379cck,,2,2668,f.a,201768nls,,2
00937,20030307_14:47:42,ENG39,4,4,6762,m.a,404763mpp,,3,3140,f.a,443783ded,,1
00938,20030307_15:13:31,ENG39,4,4,4083,f.a,256340gsv,,3,9613,f.a,405454uep,,3
00939,20030307_15:23:56,ENG39,4,2.5,1126,m.a,203937ooo,,3,4207,f.a,239454dsg,,2
00940,20030307_16:49:55,ENG39,4,3.5,1919,f.a,817571lfu,,2,9921,f.a,205384hhr,,2
00941,20030307_17:15:27,ENG39,4,4,1053,f.a,770424rem,,3,7500,f.a,813269wrg,,3
00942,20030307_17:54:52,ENG39,4,3.5,9403,m.a,678698lem,,1,2238,f.a,615837tds,,3
00943,20030307_18:19:21,ENG39,4,3.5,7462,f.a,662895olk,,2,4440,f.a,410744cdu,,2
00944,20030307_18:45:07,ENG39,4,4,4171,f.a,817534yns,,2,1725,f.a,903759ppk,,3
00945,20030307_20:13:36,ENG39,4,3.5,4974,f.a,850926kfw,,3,2435,f.a,716228tfy,,1
00946,20030307_20:14:32,ENG39,4,3,4807,m.a,727215wfc,,1,3152,f.a,845473ody,,3
00947,20030307_21:20:03,ENG39,4,4,6599,m.a,404209vcr,,2,5681,f.a,218624ekv,,2
00948,20030307_22:13:09,ENG39,4,4,4763,m.a,404557cbg,,1,5003,f.a,413222mfv,,1
00949,20030307_22:14:32,ENG39,4,4,1040,f.a,502767bbe,,1,2707,f.a,770458lkr,,3
00950,20030307_22:46:31,ENG39,4,3.5,7298,m.a,563872mht,,3,5734,m.a,910323qfr,,3
00951,20030308_15:53:30,ENG40,4,3,5857,f.a,434293som,,2,2547,f.a,813335olb,,1
00952,20030308_17:14:37,ENG40,4,3.5,5445,f.a,201865lfb,,2,3055,f.a,808332cbo,,2
00953,20030308_17:24:49,ENG40,4,4,2989,m.a,801375ebh,,2,8474,f.a,602499ojg,,1
00954,20030308_22:13:39,ENG40,4,4,9439,m.a,404874omk,,3,6631,f.a,404371qif,,2
00955,20030309_20:15:24,ENG01,4,4,5351,f.a,209631mhy,,1,7331,f.a,503493biw,,3
00956,20030309_21:18:35,ENG01,4,4,7617,m.a,614497hhk,,2,3806,f.a,706436mem,,1
00957,20030309_22:12:51,ENG01,4,4,4990,m.a,908403rcx,,1,1304,m.a,585244ojf,,3
00958,20030310_14:16:26,ENG02,4,4,4454,f.a,304788iro,,2,7804,m.a,603783eru,,2
00959,20030310_17:52:33,ENG02,4,4,8416,f.a,404246qmk,,1,3922,f.a,719229dcf,,1
00960,20030310_18:15:56,ENG02,4,4,5796,m.a,901490lrr,,1,1161,f.a,615885wev,,2
00961,20030310_18:20:14,ENG02,4,4,9387,f.a,920426onu,,2,4664,f.a,405943wcg,,2
00962,20030310_18:41:40,ENG02,4,4,9789,f.a,770833qrb,,1,9335,f.a,703948cnp,,2
00963,20030310_20:17:16,ENG02,4,4,5517,f.a,770237lrx,,2,5889,m.a,814692kig,,3
00964,20030310_20:17:42,ENG02,4,4,6957,f.a,727864ubt,,2,5305,m.a,404381fkj,,2
00965,20030310_20:47:59,ENG02,4,4,8278,f.a,909301wku,,2,3156,f.a,530742khr,,2
00966,20030310_20:52:52,ENG02,4,2.5,9737,f.a,404423qrr,,1,6359,m.a,770300lri,,3
00967,20030310_21:12:59,ENG02,4,4,9946,m.a,732373ynk,,2,2509,m.a,301283ifx,,2
00968,20030310_21:14:41,ENG02,4,4,8726,f.a,678584ucl,,3,4309,f.a,215361bre,,2
00969,20030310_21:16:17,ENG02,4,4,5841,m.a,608257jjt,,3,7397,f.a,515544rhq,,3
00970,20030310_21:26:38,ENG02,4,4,5594,f.a,434847ejj,,3,7989,f.a,434847qlm,,2
00971,20030310_21:50:06,ENG02,4,4,2954,m.a,817534ojf,,2,1401,f.a,757493wps,,3
00972,20030310_22:06:52,ENG02,4,4,4627,f.a,336434xnv,,2,7547,f.a,850926kfw,,3
00973,20030310_22:16:09,ENG02,4,4,9593,m.a,404524tpg,,3,9132,f.a,404586lbi,,2
00974,20030310_22:57:00,ENG02,4,4,9806,f.a,713957shm,,3,2887,f.a,404748dif,,2
00975,20030310_23:30:08,ENG02,4,4,6482,m.a,443794jsq,,1,2826,f.a,276988flo,,3
00976,20030311_14:14:55,ENG03,4,4,8965,f.a,770452cjb,,3,9334,m.a,269353khl,,3
00977,20030311_15:13:01,ENG03,4,4,8778,f.a,785539jhu,,2,3427,f.a,512251yjg,,2
00978,20030311_15:18:38,ENG03,4,4,5802,f.a,727381wkr,,2,9398,f.a,734856vjo,,3
00979,20030311_17:17:18,ENG03,4,3.5,1727,f.a,440498erd,,2,2689,f.a,305245wkm,,3
00980,20030311_17:20:19,ENG03,4,4,6518,f.a,770393vbp,,3,4832,m.a,734764tbb,,3
00981,20030311_17:46:07,ENG03,4,3.5,3159,f.a,303470fny,,2,8321,f.a,301751ifl,,1
00982,20030311_18:21:15,ENG03,4,3.5,4429,f.a,407327cgb,,2,7327,f.a,949388ylu,,3
00983,20030311_18:27:09,ENG03,4,4,4246,f.a,770825xbl,,2,6962,f.a,717951idp,,1
00984,20030311_18:47:56,ENG03,4,4,2538,m.a,708371qoo,,3,5144,f.a,316775rmy,,2
00985,20030311_18:50:10,ENG03,4,3.5,6209,m.a,316871cqo,,1,8751,f.a,336773sbw,,2
00986,20030311_19:07:06,ENG03,4,4,7592,f.a,808322lrw,,2,4090,f.a,334297blk,,2
00987,20030311_19:30:15,ENG03,4,4,7901,f.a,360882yjn,,2,8204,f.a,252353jld,,2
00988,20030311_19:57:13,ENG03,4,3.5,6104,f.a,318397biq,,2,1445,f.a,916944vek,,2
00989,20030311_20:46:59,ENG03,4,4,2093,f.a,775626shf,,3,6110,m.a,803652pqo,,2
00990,20030311_20:48:41,ENG03,4,4,7235,f.a,302456clk,,3,8974,f.a,212662jnr,,3
00991,20030311_21:13:41,ENG03,4,4,9932,m.a,316650vkh,,1,5246,f.a,414690xld,,1
00992,20030311_21:15:56,ENG03,4,4,1631,f.a,920303wem,,2,7790,f.a,281997nkw,,3
00993,20030311_21:17:35,ENG03,4,4,7149,f.a,410551sej,,2,1638,f.a,626795lpp,,3
00994,20030311_22:14:28,ENG03,4,4,1574,f.a,989893djo,,2,8299,f.a,919847gmt,,2
00995,20030311_22:51:05,ENG03,4,4,2089,f.a,304676qco,,1,1433,f.a,516579xfk,,2
00996,20030312_01:13:34,ENG03,4,4,7270,f.a,818970kqu,,1,9491,m.a,801377khp,,2
00997,20030312_14:13:01,ENG04,4,4,6875,f.a,540265klp,,2,2473,f.a,724547hqf,,2
00998,20030312_14:15:22,ENG04,4,4,2812,f.a,716483rml,,3,3920,f.a,561305xgj,,1
00999,20030312_14:16:55,ENG04,4,4,9286,m.a,404273snn,,1,6108,m.a,813237jmo,,2
01000,20030312_14:46:46,ENG04,4,4,1591,f.a,740349pih,,3,4242,m.a,704785krk,,3
01001,20030312_15:16:09,ENG04,3,4,5027,f.a,202746mii,,1,1478,f.a,402435cbo,,2
01002,20030312_15:16:55,ENG04,4,4,1075,m.a,847692dok,,3,6206,f.a,618888yen,,3
01003,20030312_15:41:29,ENG04,4,4,3013,f.a,270724jdt,,1,9705,f.a,810220jiv,,2
01004,20030312_15:50:11,ENG04,4,4,4667,f.a,616318bjg,,1,9469,f.a,614766gnp,,3
01005,20030312_16:13:40,ENG04,4,4,7322,f.a,303681xgr,,3,9543,f.a,505748fqe,,2
01006,20030312_16:14:36,ENG04,4,4,9022,f.a,208365dje,,2,7131,f.a,803324frf,,2
01007,20030312_16:31:46,ENG04,4,4,6384,f.a,724542cri,,2,5965,f.a,601798mde,,2
01008,20030312_16:45:45,ENG04,4,4,9179,f.a,772349dhx,,1,7492,f.a,770484vmv,,3
01009,20030312_16:47:07,ENG04,4,4,7116,f.a,785887ucj,,3,6562,f.a,334793keb,,2
01010,20030312_16:51:31,ENG04,4,3.5,6731,f.a,937320mcj,,2,5146,f.a,480560rbv,,1
01011,20030312_17:14:58,ENG04,4,4,5748,f.a,804565gpi,,3,4790,f.a,630910dlp,,2
01012,20030312_17:16:45,ENG04,4,4,2119,f.a,714420vcu,,1,9197,m.a,302674sgi,,3
01013,20030312_17:17:28,ENG04,4,3,2915,f.a,843553lhn,,3,5775,f.a,937427hbb,,2
01014,20030312_17:19:55,ENG04,4,3.5,6821,f.a,714240jhi,,1,5705,f.a,540985ori,,2
01015,20030312_17:27:06,ENG04,4,4,6014,f.a,770324nbs,,1,1633,m.a,414463gmi,,2
01016,20030312_17:28:42,ENG04,4,4,4526,f.a,763754idh,,2,2621,f.a,317255dbd,,2
01017,20030312_17:37:28,ENG04,4,4,5865,m.a,718657kfb,,2,1263,f.a,931582ipc,,2
01018,20030312_17:45:50,ENG04,4,4,7115,f.a,517250qmx,,1,9709,m.a,904285fpf,,2
01019,20030312_18:03:06,ENG04,4,3.5,5838,f.a,480831orr,,2,5624,f.a,210696pjq,,2
01020,20030312_18:25:35,ENG04,4,4,9362,f.a,602692wlv,,1,7627,f.a,818469emc,,1
01021,20030312_18:49:00,ENG04,4,4,7123,f.a,732671mpr,,2,5579,f.a,509489cok,,2
01022,20030312_19:13:06,ENG04,4,4,4537,f.a,313928vim,,2,6401,m.a,480577lqe,,1
01023,20030312_19:50:49,ENG04,4,3.5,6231,f.o,303786mce,,2,5405,f.a,360693mmb,,2
01024,20030312_20:14:50,ENG04,4,4,1855,f.a,717252pjg,,3,9474,m.a,407256wbq,,1
01025,20030312_20:15:29,ENG04,3.5,4,5519,f.a,772231fqd,,3,5010,m.a,216926yji,,1
01026,20030312_20:16:19,ENG04,4,4,7972,f.a,360830csj,,3,8664,f.a,571261cfs,,2
01027,20030312_20:17:13,ENG04,4,4,6764,f.a,207338ibe,,3,5993,f.a,520731igq,,3
01028,20030312_20:19:50,ENG04,4,4,2921,m.a,317577cbr,,2,3492,f.a,434984uhx,,2
01029,20030312_20:29:28,ENG04,4,3,5729,f.a,502327qqh,,3,7029,m.a,804763oij,,3
01030,20030312_20:31:56,ENG04,4,4,8539,f.a,216362dpo,,2,6480,f.a,763571vij,,3
01031,20030312_20:45:05,ENG04,4,4,2171,f.a,336785krs,,3,1104,f.a,919854noj,,2
01032,20030312_20:52:53,ENG04,4,4,8798,f.a,408360xrr,,2,1320,f.a,812320jgh,,1
01033,20030312_21:01:28,ENG04,4,4,6065,f.a,703327ykr,,2,1688,f.a,678860hqx,,1
01034,20030312_21:14:14,ENG04,4,4,8915,f.a,281980wck,,3,9412,f.a,708307eji,,1
01035,20030312_21:22:19,ENG04,4,3.5,4206,f.a,678342ofg,,3,1994,f.a,419475snw,,3
01036,20030312_21:45:15,ENG04,4,3.5,4202,f.a,832556xey,,3,7496,f.a,210363wqc,,1
01037,20030312_21:47:07,ENG04,4,4,2947,f.a,314837rgy,,3,6222,m.a,972539isi,,2
01038,20030312_22:07:30,ENG04,4,3.5,3839,m.a,845565cfl,,2,9740,f.a,760480ems,,3
01039,20030312_22:13:21,ENG04,4,4,3591,f.a,970275hhd,,1,5030,m.a,720810ked,,1
01040,20030312_22:45:04,ENG04,4,4,4068,m.a,616450jbk,,3,6971,f.a,719641ile,,1
01041,20030313_15:25:42,ENG05,4,4,5512,f.a,757727yly,,3,6537,f.a,478742pgq,,2
01042,20030313_15:26:52,ENG05,4,4,5018,f.a,440478wgy,,1,5474,f.a,618656vrr,,2
01043,20030313_15:29:14,ENG05,4,4,2446,m.a,404523vdq,,3,5773,f.a,860871npe,,2
01044,20030313_15:30:20,ENG05,4,4,3141,f.a,724228ipo,,3,2791,f.a,440842vrh,,2
01045,20030313_15:31:33,ENG05,4,4,2871,m.a,404294kbx,,3,8515,f.a,803648lik,,2
01046,20030313_15:41:40,ENG05,4,4,6869,m.o,863424civ,,3,9641,f.a,219926kds,,2
01047,20030313_15:43:53,ENG05,3,3.5,9072,f.a,502479jos,,2,5319,f.a,770842kcy,,1
01048,20030313_15:48:16,ENG05,4,4,9363,f.a,334742xod,,2,5791,f.a,609396ygq,,3
01049,20030313_15:57:49,ENG05,4,4,2956,f.a,513777eft,,3,9344,f.a,636329isj,,2
01050,20030313_15:59:00,ENG05,4,4,3974,f.a,770416cny,,3,2805,f.a,863665jdg,,2
01051,20030313_15:59:00,ENG05,4,4,6089,f.a,770753cbe,,2,3551,f.a,508221ncd,,1
01052,20030313_16:07:40,ENG05,4,4,6103,m.a,281980rqh,,2,1565,f.a,502252mkl,,2
01053,20030313_16:13:51,ENG05,3,4,2379,f.a,915274qqd,,1,9692,f.a,208785vlt,,2
01054,20030313_16:45:55,ENG05,4,3.5,9548,f.a,630289too,,2,8068,f.a,623465lbp,,3
01055,20030313_17:17:32,ENG05,4,4,5417,f.a,717861xnh,,3,4341,m.a,678442tpl,,3
01056,20030313_17:19:36,ENG05,3.5,4,1826,f.a,717566ogl,,2,1453,f.a,661345mge,,1
01057,20030313_17:45:35,ENG05,4,4,5288,f.a,209863kpx,,2,6010,f.a,714999ccu,,2
01058,20030313_17:54:04,ENG05,4,3.5,8122,f.a,301702yhy,,3,8987,f.a,512828jje,,2
01059,20030313_18:15:43,ENG05,4,4,1895,f.a,270527vcl,,2,6943,f.a,210479fsc,,2
01060,20030313_18:18:41,ENG05,4,4,8921,f.a,302539iiy,,3,6061,f.a,512280gqr,,3
01061,20030313_19:50:23,ENG05,4,4,3510,f.a,719487cpc,,2,9348,f.a,512341vps,,3
01062,20030313_20:12:41,ENG05,4,4,6081,f.a,386208jdu,,3,6181,f.a,909640ene,,1
01063,20030313_20:15:50,ENG05,4,4,4892,f.a,412244fbi,,2,7225,f.a,404344rbs,,2
01064,20030313_20:17:10,ENG05,4,4,9255,m.a,404684gne,,3,5692,m.a,757851jkn,,2
01065,20030313_20:25:41,ENG05,4,3,6366,f.a,562691spb,,3,3415,f.a,806655upo,,2
01066,20030313_20:46:04,ENG05,4,4,9540,f.a,610948gbj,,2,4747,f.a,704366djk,,3
01067,20030313_20:55:18,ENG05,4,4,7024,f.a,301577rgq,,2,5482,f.a,812937iek,,2
01068,20030313_21:06:50,ENG05,4,4,5647,f.a,281489gsb,,2,3330,m.a,919493xgq,,2
01069,20030313_21:15:16,ENG05,4,4,9787,m.a,972307bqm,,3,6551,f.a,630293eir,,2
01070,20030313_21:19:11,ENG05,4,4,6523,f.a,704545rmv,,2,9886,f.a,310392yql,,2
01071,20030313_21:21:55,ENG05,4,4,9278,f.a,209261scy,,1,5939,f.a,614527bei,,2
01072,20030313_21:26:12,ENG05,4,4,4666,f.a,502538dpb,,3,9463,f.a,408590glp,,1
01073,20030313_22:12:56,ENG05,4,4,8350,m.o,734547nco,,3,1703,f.a,717274fsk,,3
01074,20030313_22:14:52,ENG05,4,4,1496,f.a,505459fnu,,1,9248,f.a,631422fit,,3
01075,20030314_14:16:11,ENG06,4,4,7846,f.a,404368ygn,,1,5462,f.a,706663koi,,3
01076,20030314_15:15:00,ENG06,4,4,3702,f.a,785784bip,,3,7120,f.a,414427egv,,3
01077,20030314_15:59:37,ENG06,4,4,9871,m.a,919967bpi,,3,5145,f.a,845446jdo,,2
01078,20030314_17:16:43,ENG06,4,4,6724,f.a,360352shv,,2,1686,f.a,813886wen,,2
01079,20030314_17:51:45,ENG06,4,3.5,9493,f.a,256538ibk,,3,4682,m.a,540847sli,,1
01080,20030314_18:14:30,ENG06,4,3.5,5225,f.a,269276bsf,,2,6521,f.a,641469thx,,2
01081,20030314_19:14:21,ENG06,4,4,5210,f.a,801836jjd,,1,2514,f.a,602403ebc,,1
01082,20030314_19:25:58,ENG06,4,4,6168,f.a,503390tdd,,2,2454,f.a,801434yrm,,3
01083,20030314_19:44:21,ENG06,4,4,4014,f.a,757872upv,,2,2107,f.a,208462bpo,,2
01084,20030314_20:14:07,ENG06,4,4,1827,f.a,404441fqg,,1,3391,f.a,516679ifp,,2
01085,20030314_20:15:02,ENG06,4,4,7117,f.a,678754xej,,1,9503,f.o,514453xrt,,3
01086,20030314_20:17:32,ENG06,4,4,9391,f.a,570752qph,,3,2933,f.a,678886gbl,,1
01087,20030314_20:48:18,ENG06,4,3,9500,f.a,510551eou,,1,3693,f.a,434636igp,,2
01088,20030314_21:12:37,ENG06,4,2.5,9225,m.a,409727fgt,,3,2594,f.a,317867xjo,,2
